Date Added,ICCID,Device ID,Cycle to Date Usage (MB),In Session,Modem ID,MSISDN,Customer,End Consumer ID,Usage Limit Reached,IMSI,SIM Status,Activated,Operator Account ID,Migrated SIM,Device Type,EID,SIM Profile ID
10/15/2024 11:09 AM GST,8997112212776217820,,0,No,,971831008608590,,,No,424024014187684,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217822,,0,No,,971831008357547,,,No,424024014187686,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217819,,0,No,,971831008439379,,,No,424024014187683,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217818,,0,No,,971831008692052,,,No,424024014187682,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217814,,0,No,,971831008635941,,,No,424024014187678,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217821,,0,No,,971831008519847,,,No,424024014187685,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217817,,0,No,,971831008679781,,,No,424024014187681,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217813,,0,No,,971544161616,,,No,424024014187677,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217812,,0,No,,971831008676235,,,No,424024014187676,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217816,,0,No,,971831008656781,,,No,424024014187680,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217809,,0,No,,971831008680689,,,No,424024014187673,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217815,,0,No,,971831008573312,,,No,424024014187679,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217808,,0,No,,971831008696521,,,No,424024014187672,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217805,,0,No,,971831008643272,,,No,424024014187669,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217804,,0,No,,971831008587629,,,No,424024014187668,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217800,,0,No,,971831008647605,,,No,424024014187664,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217811,,0,No,,971831008634879,,,No,424024014187675,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217810,,0,No,,971831008459092,,,No,424024014187674,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217803,,0,No,,971831008664440,,,No,424024014187667,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217807,,0,No,,971831008559538,,,No,424024014187671,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217799,,0,No,,971831008600943,,,No,424024014187663,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217806,,0,No,,971831008689848,,,No,424024014187670,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217802,,0,No,,971831008641331,,,No,424024014187666,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217798,,0,No,,971831008591981,,,No,424024014187662,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217795,,0,No,,971831008602999,,,No,424024014187659,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217794,,0,No,,971831008689208,,,No,424024014187658,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217801,,0,No,,971831008640063,,,No,424024014187665,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217797,,0,No,,971831008585705,,,No,424024014187661,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217790,,0,No,,971831007912538,,,No,424024014187654,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217793,,0,No,,971831008628289,,,No,424024014187657,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217796,,0,No,,971831008699114,,,No,424024014187660,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217788,,0,No,,971831008636292,,,No,424024014187652,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217792,,0,No,,971831008532783,,,No,424024014187656,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217789,,0,No,,971831008613259,,,No,424024014187653,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217784,,0,No,,971831008538786,,,No,424024014187648,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217791,,0,No,,971831008639767,,,No,424024014187655,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217787,,0,No,,971831008593961,,,No,424024014187651,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217783,,0,No,,971831008604413,,,No,424024014187647,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217786,,0,No,,971831008648799,,,No,424024014187650,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217782,,0,No,,971831100338226,,,No,424024014187646,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217785,,0,No,,971831008539038,,,No,424024014187649,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217778,,0,No,,971831008657879,,,No,424024014187642,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217780,,0,No,,971831008698973,,,No,424024014187644,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217779,,0,No,,971831008645927,,,No,424024014187643,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217781,,0,No,,971831000125139,,,No,424024014187645,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217777,,0,No,,971831008537317,,,No,424024014187641,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217776,,0,No,,971831008682252,,,No,424024014187640,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217772,,0,No,,971831008516388,,,No,424024014187636,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217768,,0,No,,971831008636755,,,No,424024014187632,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217774,,0,No,,971831008547137,,,No,424024014187638,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217775,,0,No,,971831008644960,,,No,424024014187639,Test Ready,,770257074 ,No,,,ETI M2M SIM
10/15/2024 11:09 AM GST,8997112212776217773,,0,No,,971831008518006,,,No,424024014187637,Test Ready,,770257074 ,No,,,ETI M2M SIM
